iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.5000,0.5000,0.5000,0.3500
2,0.5000,0.5000,0.3575,0.3500
3,0.3575,0.5000,0.3575,0.3500
4,0.3575,0.3524,0.3575,0.3500
5,0.3575,0.3524,0.2509,0.3500
6,0.2521,0.3524,0.2509,0.3500
7,0.2521,0.2467,0.2509,0.3500
8,0.2521,0.2467,0.2509,0.2450
9,0.1765,0.2467,0.2509,0.2450
10,0.1765,0.2467,0.1757,0.2450
0,0.1765,0.2467,0.1757,0.2450
1,0.1765,0.1743,0.1757,0.2450
2,0.1765,0.1743,0.1757,0.1715
3,0.1242,0.1743,0.1757,0.1715
4,0.1242,0.1743,0.1231,0.1715
5,0.1242,0.1220,0.1231,0.1715
6,0.1242,0.1220,0.1231,0.1200
7,0.1242,0.0854,0.1231,0.1200
8,0.1242,0.0854,0.0862,0.1200
9,0.0873,0.0854,0.0862,0.1200
10,0.0873,0.0854,0.0862,0.0840
0,0.0873,0.0854,0.0862,0.0840
1,0.0620,0.0854,0.0862,0.0840
2,0.0620,0.0854,0.0603,0.0840
3,0.0620,0.0598,0.0603,0.0840
4,0.0620,0.0598,0.0603,0.0588
5,0.0620,0.0598,0.0603,0.0412
6,0.0434,0.0598,0.0603,0.0412
0,0.0434,0.0598,0.0603,0.0412
1,0.0434,0.0598,0.0422,0.0412
2,0.0434,0.0598,0.0296,0.0412
3,0.0434,0.0418,0.0296,0.0412
4,0.0327,0.0418,0.0296,0.0412
5,0.0327,0.0293,0.0296,0.0412
6,0.0327,0.0293,0.0296,0.0288
7,0.0327,0.0293,0.0207,0.0288
8,0.0327,0.0293,0.0207,0.0202
9,0.0229,0.0293,0.0207,0.0202
0,0.0229,0.0293,0.0207,0.0202
1,0.0229,0.0223,0.0207,0.0202
2,0.0166,0.0223,0.0207,0.0202
3,0.0166,0.0156,0.0207,0.0202
4,0.0166,0.0156,0.0145,0.0202
5,0.0166,0.0156,0.0145,0.0141
6,0.0116,0.0156,0.0145,0.0141
7,0.0116,0.0109,0.0145,0.0141
0,0.0116,0.0109,0.0145,0.0141
1,0.0116,0.0109,0.0119,0.0141
2,0.0116,0.0109,0.0119,0.0099
3,0.0116,0.0109,0.0083,0.0099
4,0.0086,0.0109,0.0083,0.0099
5,0.0086,0.0077,0.0083,0.0099
6,0.0086,0.0077,0.0083,0.0069
7,0.0061,0.0077,0.0083,0.0069
8,0.0061,0.0077,0.0058,0.0069
9,0.0061,0.0054,0.0058,0.0069
10,0.0061,0.0054,0.0058,0.0048
0,0.0061,0.0054,0.0058,0.0048
1,0.0094,0.0054,0.0058,0.0048
2,0.0094,0.0054,0.0041,0.0048
3,0.0066,0.0054,0.0041,0.0048
4,0.0046,0.0054,0.0041,0.0048
5,0.0046,0.0038,0.0041,0.0048
6,0.0046,0.0038,0.0041,0.0034
0,0.0046,0.0038,0.0041,0.0034
1,0.0050,0.0038,0.0041,0.0034
2,0.0050,0.0026,0.0041,0.0034
3,0.0035,0.0026,0.0041,0.0034
4,0.0035,0.0026,0.0041,0.0024
5,0.0024,0.0026,0.0041,0.0024
6,0.0024,0.0026,0.0029,0.0024
0,0.0024,0.0026,0.0029,0.0024
1,0.0024,0.0026,0.0025,0.0024
2,0.0024,0.0024,0.0025,0.0024
3,0.0024,0.0024,0.0017,0.0024
4,0.0023,0.0024,0.0017,0.0024
5,0.0023,0.0017,0.0017,0.0024
6,0.0023,0.0017,0.0017,0.0017
7,0.0023,0.0012,0.0017,0.0017
8,0.0016,0.0012,0.0017,0.0017
9,0.0016,0.0012,0.0017,0.0012
10,0.0016,0.0012,0.0012,0.0012
0,0.0016,0.0012,0.0012,0.0012
1,0.0033,0.0012,0.0012,0.0012
2,0.0033,0.0012,0.0012,0.0008
3,0.0023,0.0012,0.0012,0.0008
4,0.0023,0.0012,0.0009,0.0008
5,0.0016,0.0012,0.0009,0.0008
6,0.0011,0.0012,0.0009,0.0008
0,0.0011,0.0012,0.0009,0.0008
1,0.0011,0.0042,0.0009,0.0008
2,0.0011,0.0030,0.0009,0.0008
3,0.0011,0.0021,0.0009,0.0008
4,0.0028,0.0021,0.0009,0.0008
5,0.0019,0.0021,0.0009,0.0008
6,0.0019,0.0018,0.0009,0.0008
7,0.0014,0.0018,0.0009,0.0008
8,0.0014,0.0012,0.0009,0.0008
9,0.0009,0.0012,0.0009,0.0008
10,0.0009,0.0009,0.0009,0.0008
0,0.0009,0.0009,0.0009,0.0008
1,0.0009,0.0009,0.0017,0.0008
2,0.0009,0.0009,0.0012,0.0008
3,0.0009,0.0009,0.0008,0.0008
4,0.0007,0.0009,0.0008,0.0008
5,0.0007,0.0006,0.0008,0.0008
6,0.0007,0.0006,0.0006,0.0008
7,0.0007,0.0006,0.0006,0.0006
8,0.0005,0.0006,0.0006,0.0006
9,0.0005,0.0005,0.0006,0.0006
10,0.0005,0.0005,0.0004,0.0006
0,0.0005,0.0005,0.0004,0.0006
1,0.0005,0.0005,0.0004,0.0004
2,0.0022,0.0005,0.0004,0.0004
3,0.0022,0.0005,0.0004,0.0003
4,0.0016,0.0005,0.0004,0.0003
5,0.0011,0.0005,0.0004,0.0003
6,0.0008,0.0005,0.0004,0.0003
7,0.0005,0.0005,0.0004,0.0003
0,0.0005,0.0005,0.0004,0.0003
1,0.0005,0.0005,0.0030,0.0003
2,0.0005,0.0005,0.0021,0.0003
3,0.0025,0.0005,0.0021,0.0003
4,0.0018,0.0005,0.0021,0.0003
5,0.0018,0.0005,0.0015,0.0003
6,0.0012,0.0005,0.0015,0.0003
7,0.0012,0.0005,0.0010,0.0003
8,0.0009,0.0005,0.0010,0.0003
0,0.0009,0.0005,0.0010,0.0003
1,0.0009,0.0005,0.0007,0.0003
2,0.0034,0.0005,0.0007,0.0003
3,0.0023,0.0005,0.0007,0.0003
4,0.0016,0.0005,0.0007,0.0003
5,0.0011,0.0005,0.0007,0.0003
6,0.0008,0.0005,0.0007,0.0003
7,0.0006,0.0005,0.0007,0.0003
0,0.0006,0.0005,0.0007,0.0003
1,0.0006,0.0005,0.0017,0.0003
2,0.0006,0.0005,0.0012,0.0003
3,0.0006,0.0005,0.0008,0.0003
4,0.0006,0.0005,0.0006,0.0003
5,0.0006,0.0005,0.0004,0.0003
6,0.0035,0.0005,0.0004,0.0003
7,0.0024,0.0005,0.0004,0.0003
8,0.0024,0.0005,0.0003,0.0003
9,0.0017,0.0005,0.0003,0.0003
10,0.0017,0.0003,0.0003,0.0003
0,0.0017,0.0003,0.0003,0.0003
1,0.0026,0.0003,0.0003,0.0003
2,0.0018,0.0003,0.0003,0.0003
3,0.0013,0.0003,0.0003,0.0003
4,0.0013,0.0003,0.0002,0.0003
5,0.0009,0.0003,0.0002,0.0003
6,0.0006,0.0003,0.0002,0.0003
0,0.0006,0.0003,0.0002,0.0003
1,0.0032,0.0003,0.0002,0.0003
2,0.0022,0.0003,0.0002,0.0003
3,0.0016,0.0003,0.0002,0.0003
4,0.0011,0.0003,0.0002,0.0003
5,0.0008,0.0003,0.0002,0.0003
6,0.0005,0.0003,0.0002,0.0003
0,0.0005,0.0003,0.0002,0.0003
1,0.0015,0.0003,0.0002,0.0003
2,0.0010,0.0003,0.0002,0.0003
3,0.0007,0.0003,0.0002,0.0003
4,0.0005,0.0003,0.0002,0.0003
5,0.0004,0.0003,0.0002,0.0003
6,0.0002,0.0003,0.0002,0.0003
0,0.0002,0.0003,0.0002,0.0003
1,0.0002,0.0003,0.0002,0.0003
2,0.0002,0.0002,0.0002,0.0003
3,0.0002,0.0002,0.0002,0.0002
4,0.0002,0.0002,0.0002,0.0001
5,0.0012,0.0002,0.0002,0.0001
6,0.0008,0.0002,0.0002,0.0001
7,0.0006,0.0002,0.0002,0.0001
8,0.0004,0.0002,0.0002,0.0001
9,0.0003,0.0002,0.0002,0.0001
10,0.0002,0.0002,0.0002,0.0001
0,0.0002,0.0002,0.0002,0.0001
1,0.0002,0.0002,0.0029,0.0001
2,0.0002,0.0002,0.0029,0.0001
3,0.0002,0.0002,0.0021,0.0001
4,0.0002,0.0002,0.0014,0.0001
5,0.0002,0.0002,0.0014,0.0001
6,0.0002,0.0002,0.0014,0.0001
7,0.0002,0.0002,0.0010,0.0001
8,0.0002,0.0002,0.0007,0.0001
9,0.0002,0.0002,0.0005,0.0001
10,0.0002,0.0002,0.0003,0.0001
0,0.0002,0.0002,0.0003,0.0001
1,0.0002,0.0002,0.0014,0.0001
2,0.0002,0.0002,0.0010,0.0001
3,0.0002,0.0002,0.0007,0.0001
4,0.0007,0.0002,0.0007,0.0001
5,0.0005,0.0002,0.0007,0.0001
6,0.0005,0.0002,0.0005,0.0001
7,0.0003,0.0002,0.0005,0.0001
8,0.0003,0.0002,0.0003,0.0001
9,0.0002,0.0002,0.0003,0.0001
0,0.0002,0.0002,0.0003,0.0001
1,0.0002,0.0002,0.0002,0.0001
2,0.0004,0.0002,0.0002,0.0001
3,0.0003,0.0002,0.0002,0.0001
4,0.0002,0.0002,0.0002,0.0001
5,0.0002,0.0002,0.0002,0.0001
6,0.0001,0.0002,0.0002,0.0001
7,0.0001,0.0001,0.0002,0.0001
0,0.0001,0.0001,0.0002,0.0001
1,0.0001,0.0001,0.0001,0.0001
2,0.0035,0.0001,0.0001,0.0001
3,0.0024,0.0001,0.0001,0.0001
4,0.0024,0.0001,0.0001,0.0000
5,0.0017,0.0001,0.0001,0.0000
6,0.0012,0.0001,0.0001,0.0000
7,0.0008,0.0001,0.0001,0.0000
0,0.0008,0.0001,0.0001,0.0000
1,0.0015,0.0001,0.0001,0.0000
2,0.0011,0.0001,0.0001,0.0000
3,0.0007,0.0001,0.0001,0.0000
4,0.0005,0.0001,0.0001,0.0000
5,0.0004,0.0001,0.0001,0.0000
6,0.0003,0.0001,0.0001,0.0000
0,0.0003,0.0001,0.0001,0.0000
1,0.0012,0.0001,0.0001,0.0000
2,0.0009,0.0001,0.0001,0.0000
3,0.0006,0.0001,0.0001,0.0000
4,0.0004,0.0001,0.0001,0.0000
5,0.0004,0.0001,0.0001,0.0000
6,0.0004,0.0001,0.0001,0.0000
0,0.0004,0.0001,0.0001,0.0000
1,0.0040,0.0001,0.0001,0.0000
2,0.0028,0.0001,0.0001,0.0000
3,0.0020,0.0001,0.0001,0.0000
4,0.0014,0.0001,0.0001,0.0000
5,0.0010,0.0001,0.0001,0.0000
6,0.0007,0.0001,0.0001,0.0000
0,0.0007,0.0001,0.0001,0.0000
1,0.0038,0.0001,0.0001,0.0000
2,0.0027,0.0001,0.0001,0.0000
3,0.0019,0.0001,0.0001,0.0000
4,0.0013,0.0001,0.0001,0.0000
5,0.0009,0.0001,0.0001,0.0000
6,0.0006,0.0001,0.0001,0.0000
0,0.0006,0.0001,0.0001,0.0000
1,0.0054,0.0001,0.0001,0.0000
2,0.0038,0.0001,0.0001,0.0000
3,0.0026,0.0001,0.0001,0.0000
4,0.0018,0.0001,0.0001,0.0000
5,0.0013,0.0001,0.0001,0.0000
6,0.0009,0.0001,0.0001,0.0000
0,0.0009,0.0001,0.0001,0.0000
1,0.0012,0.0001,0.0001,0.0000
2,0.0009,0.0001,0.0001,0.0000
3,0.0006,0.0001,0.0001,0.0000
4,0.0004,0.0001,0.0001,0.0000
5,0.0004,0.0001,0.0001,0.0000
6,0.0003,0.0001,0.0001,0.0000
0,0.0003,0.0001,0.0001,0.0000
1,0.0011,0.0001,0.0001,0.0000
2,0.0008,0.0001,0.0001,0.0000
3,0.0005,0.0001,0.0001,0.0000
4,0.0004,0.0001,0.0001,0.0000
5,0.0004,0.0001,0.0001,0.0000
6,0.0004,0.0001,0.0001,0.0000
0,0.0004,0.0001,0.0001,0.0000
1,0.0004,0.0001,0.0002,0.0000
2,0.0032,0.0001,0.0002,0.0000
3,0.0023,0.0001,0.0002,0.0000
4,0.0016,0.0001,0.0002,0.0000
5,0.0011,0.0001,0.0002,0.0000
6,0.0008,0.0001,0.0002,0.0000
7,0.0005,0.0001,0.0002,0.0000
0,0.0005,0.0001,0.0002,0.0000
1,0.0039,0.0001,0.0002,0.0000
2,0.0027,0.0001,0.0002,0.0000
3,0.0027,0.0001,0.0002,0.0000
4,0.0019,0.0001,0.0002,0.0000
5,0.0013,0.0001,0.0002,0.0000
6,0.0009,0.0001,0.0002,0.0000
0,0.0009,0.0001,0.0002,0.0000
1,0.0046,0.0001,0.0002,0.0000
2,0.0032,0.0001,0.0002,0.0000
3,0.0023,0.0001,0.0002,0.0000
4,0.0016,0.0001,0.0002,0.0000
5,0.0016,0.0001,0.0001,0.0000
6,0.0011,0.0001,0.0001,0.0000
0,0.0011,0.0001,0.0001,0.0000
1,0.0037,0.0001,0.0001,0.0000
2,0.0026,0.0001,0.0001,0.0000
3,0.0026,0.0001,0.0001,0.0000
4,0.0018,0.0001,0.0001,0.0000
5,0.0018,0.0001,0.0001,0.0000
6,0.0013,0.0001,0.0001,0.0000
0,0.0013,0.0001,0.0001,0.0000
1,0.0031,0.0001,0.0001,0.0000
2,0.0022,0.0001,0.0001,0.0000
3,0.0015,0.0001,0.0001,0.0000
4,0.0011,0.0001,0.0001,0.0000
5,0.0008,0.0001,0.0001,0.0000
6,0.0005,0.0001,0.0001,0.0000
0,0.0005,0.0001,0.0001,0.0000
1,0.0022,0.0001,0.0001,0.0000
2,0.0015,0.0001,0.0001,0.0000
3,0.0011,0.0001,0.0001,0.0000
4,0.0007,0.0001,0.0001,0.0000
5,0.0005,0.0001,0.0001,0.0000
6,0.0004,0.0001,0.0001,0.0000
0,0.0004,0.0001,0.0001,0.0000
1,0.0004,0.0041,0.0001,0.0000
2,0.0004,0.0028,0.0001,0.0000
3,0.0004,0.0020,0.0001,0.0000
4,0.0004,0.0014,0.0001,0.0000
5,0.0004,0.0010,0.0001,0.0000
6,0.0004,0.0010,0.0001,0.0000
0,0.0004,0.0010,0.0001,0.0000
1,0.0004,0.0011,0.0001,0.0000
2,0.0027,0.0011,0.0001,0.0000
3,0.0019,0.0011,0.0001,0.0000
4,0.0013,0.0011,0.0001,0.0000
5,0.0009,0.0011,0.0001,0.0000
6,0.0009,0.0008,0.0001,0.0000
7,0.0006,0.0008,0.0001,0.0000
0,0.0006,0.0008,0.0001,0.0000
1,0.0021,0.0008,0.0001,0.0000
2,0.0015,0.0008,0.0001,0.0000
3,0.0010,0.0008,0.0001,0.0000
4,0.0007,0.0008,0.0001,0.0000
5,0.0007,0.0005,0.0001,0.0000
6,0.0007,0.0005,0.0001,0.0000
0,0.0007,0.0005,0.0001,0.0000
1,0.0007,0.0005,0.0006,0.0000
2,0.0009,0.0005,0.0006,0.0000
3,0.0006,0.0005,0.0006,0.0000
4,0.0005,0.0005,0.0006,0.0000
5,0.0005,0.0005,0.0004,0.0000
6,0.0005,0.0004,0.0004,0.0000
7,0.0005,0.0004,0.0003,0.0000
8,0.0003,0.0004,0.0003,0.0000
9,0.0003,0.0003,0.0003,0.0000
10,0.0002,0.0003,0.0003,0.0000
0,0.0002,0.0003,0.0003,0.0000
1,0.0002,0.0003,0.0017,0.0000
2,0.0002,0.0003,0.0017,0.0000
3,0.0002,0.0003,0.0012,0.0000
4,0.0016,0.0003,0.0012,0.0000
5,0.0011,0.0003,0.0012,0.0000
6,0.0011,0.0003,0.0008,0.0000
7,0.0008,0.0003,0.0008,0.0000
