iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.5000,0.3528,0.5000,0.5000
2,0.5000,0.3528,0.5000,0.3500
3,0.5000,0.3528,0.3572,0.3500
4,0.3536,0.3528,0.3572,0.3500
5,0.3536,0.3528,0.2500,0.3500
6,0.2475,0.3528,0.2500,0.3500
7,0.2475,0.2472,0.2500,0.3500
8,0.2475,0.2472,0.2500,0.2450
9,0.2475,0.2472,0.1750,0.2450
10,0.1733,0.2472,0.1750,0.2450
0,0.1733,0.2472,0.1750,0.2450
1,0.1733,0.1739,0.1750,0.2450
2,0.1733,0.1739,0.1750,0.1715
3,0.1733,0.1739,0.1227,0.1715
4,0.1733,0.1223,0.1227,0.1715
5,0.1217,0.1223,0.1227,0.1715
6,0.1217,0.1223,0.1227,0.1200
7,0.1217,0.1223,0.0859,0.1200
8,0.1217,0.0856,0.0859,0.1200
9,0.0852,0.0856,0.0859,0.1200
10,0.0852,0.0856,0.0859,0.0840
0,0.0852,0.0856,0.0859,0.0840
1,0.0852,0.0856,0.0619,0.0840
2,0.0852,0.0599,0.0619,0.0840
3,0.0599,0.0599,0.0619,0.0840
4,0.0420,0.0599,0.0619,0.0840
5,0.0420,0.0599,0.0433,0.0840
6,0.0420,0.0599,0.0433,0.0588
7,0.0420,0.0420,0.0433,0.0588
8,0.0420,0.0420,0.0433,0.0412
0,0.0420,0.0420,0.0433,0.0412
1,0.0420,0.0420,0.0322,0.0412
2,0.0420,0.0295,0.0322,0.0412
3,0.0420,0.0207,0.0322,0.0412
4,0.0294,0.0207,0.0322,0.0412
5,0.0294,0.0207,0.0322,0.0288
6,0.0294,0.0207,0.0225,0.0288
7,0.0294,0.0145,0.0225,0.0288
8,0.0206,0.0145,0.0225,0.0288
9,0.0206,0.0145,0.0225,0.0202
0,0.0206,0.0145,0.0225,0.0202
1,0.0206,0.0103,0.0225,0.0202
2,0.0206,0.0103,0.0158,0.0202
3,0.0206,0.0103,0.0110,0.0202
4,0.0146,0.0103,0.0110,0.0202
5,0.0146,0.0103,0.0110,0.0141
6,0.0102,0.0103,0.0110,0.0141
7,0.0102,0.0103,0.0110,0.0099
8,0.0102,0.0103,0.0077,0.0099
9,0.0102,0.0072,0.0077,0.0099
0,0.0102,0.0072,0.0077,0.0099
1,0.0104,0.0072,0.0077,0.0099
2,0.0073,0.0072,0.0077,0.0099
3,0.0073,0.0051,0.0077,0.0099
4,0.0073,0.0051,0.0077,0.0069
5,0.0073,0.0051,0.0054,0.0069
6,0.0051,0.0051,0.0054,0.0069
0,0.0051,0.0051,0.0054,0.0069
