iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.5000,270.0500,0.5000,0.5000
2,0.5000,189.0350,0.5000,0.5000
3,0.5000,132.3245,0.5000,0.5000
4,0.5000,92.6272,0.5000,0.5000
5,0.5000,64.8390,0.5000,0.5000
6,0.5000,45.3873,0.5000,0.5000
0,0.5000,45.3873,0.5000,0.5000
1,0.5000,53.6711,0.5000,0.5000
2,0.5000,37.5698,0.5000,0.5000
3,0.5000,26.2988,0.5000,0.5000
4,0.5000,18.4092,0.5000,0.5000
5,0.5000,12.8864,0.5000,0.5000
6,0.5000,9.0205,0.5000,0.5000
0,0.5000,9.0205,0.5000,0.5000
1,0.5000,102.0144,0.5000,0.5000
2,0.5000,71.4100,0.5000,0.5000
3,135.6500,71.4100,0.5000,0.5000
4,94.9550,71.4100,0.5000,0.5000
5,66.4685,71.4100,0.5000,0.5000
6,66.4685,49.9870,0.5000,0.5000
7,46.5280,49.9870,0.5000,0.5000
8,46.5280,34.9909,0.5000,0.5000
0,46.5280,34.9909,0.5000,0.5000
1,210.1696,34.9909,0.5000,0.5000
2,147.1187,34.9909,0.5000,0.5000
3,147.1187,24.4936,0.5000,0.5000
4,102.9831,24.4936,0.5000,0.5000
5,72.0882,24.4936,0.5000,0.5000
6,50.4617,24.4936,0.5000,0.5000
0,50.4617,24.4936,0.5000,0.5000
1,372.8232,24.4936,0.5000,0.5000
2,260.9762,24.4936,0.5000,0.5000
3,260.9762,24.4936,0.5000,0.3500
4,182.6834,24.4936,0.5000,0.3500
5,127.8784,24.4936,0.5000,0.3500
6,89.5149,24.4936,0.5000,0.3500
0,89.5149,24.4936,0.5000,0.3500
1,89.5149,160.2456,0.5000,0.3500
2,89.5149,160.2456,0.5000,0.2450
3,89.5149,112.1719,0.5000,0.2450
4,89.5149,78.5203,0.5000,0.2450
5,89.5149,78.5203,0.5000,0.1715
6,254.6604,78.5203,0.5000,0.1715
7,178.2623,78.5203,0.5000,0.1715
8,124.7836,78.5203,0.5000,0.1715
9,87.3485,78.5203,0.5000,0.1715
10,61.1440,78.5203,0.5000,0.1715
