iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.3500,0.5000,0.5000,0.5000
2,0.3500,0.5000,414.6500,0.5000
3,0.3500,0.5000,290.2550,0.5000
4,0.3500,151.2500,290.2550,0.5000
5,0.3500,151.2500,222.0785,0.5000
6,0.3500,151.2500,222.0785,0.3500
7,0.3500,151.2500,155.4549,0.3500
8,0.3500,151.2500,108.8185,0.3500
9,0.3500,105.8750,108.8185,0.3500
10,0.3500,105.8750,76.1729,0.3500
0,0.3500,105.8750,76.1729,0.3500
1,0.3500,155.1125,76.1729,0.3500
2,0.3500,155.1125,76.1729,0.2450
3,0.3500,108.5788,76.1729,0.2450
4,0.3500,76.0051,76.1729,0.2450
5,0.3500,76.0051,53.3210,0.2450
6,0.3500,53.2036,53.3210,0.2450
0,0.3500,53.2036,53.3210,0.2450
1,0.3500,53.2036,365.8247,0.2450
2,0.3500,53.2036,256.0773,0.2450
3,187.1450,53.2036,256.0773,0.2450
4,187.1450,53.2036,179.2541,0.2450
5,131.0015,53.2036,179.2541,0.2450
6,131.0015,53.2036,125.4779,0.2450
7,131.0015,53.2036,125.4779,0.1715
8,91.7010,53.2036,125.4779,0.1715
0,91.7010,53.2036,125.4779,0.1715
1,91.7010,53.2036,166.1345,0.1715
2,91.7010,53.2036,116.2942,0.1715
3,91.7010,53.2036,81.4059,0.1715
4,64.1907,53.2036,81.4059,0.1715
5,64.1907,53.2036,56.9841,0.1715
6,44.9335,53.2036,56.9841,0.1715
0,44.9335,53.2036,56.9841,0.1715
1,44.9335,53.2036,324.2889,0.1715
2,44.9335,37.2425,324.2889,0.1715
3,44.9335,37.2425,227.0022,0.1715
4,44.9335,37.2425,158.9016,0.1715
5,44.9335,37.2425,111.2311,0.1715
6,44.9335,37.2425,77.8618,0.1715
0,44.9335,37.2425,77.8618,0.1715
1,439.1535,37.2425,77.8618,0.1715
2,307.4074,37.2425,77.8618,0.1715
3,215.1852,37.2425,77.8618,0.1715
4,215.1852,26.0698,77.8618,0.1715
5,150.6296,26.0698,77.8618,0.1715
6,150.6296,26.0698,54.5032,0.1715
0,150.6296,26.0698,54.5032,0.1715
1,847.9407,26.0698,54.5032,0.1715
2,593.5585,26.0698,54.5032,0.1715
3,415.4910,26.0698,54.5032,0.1715
4,415.4910,18.2488,54.5032,0.1715
5,290.8437,18.2488,54.5032,0.1715
6,203.5906,18.2488,54.5032,0.1715
0,203.5906,18.2488,54.5032,0.1715
1,954.3134,18.2488,54.5032,0.1715
2,668.0194,18.2488,54.5032,0.1715
3,467.6136,18.2488,54.5032,0.1715
4,467.6136,18.2488,54.5032,0.1200
5,327.3295,18.2488,54.5032,0.1200
