iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.5000,0.5000,0.5000,0.3500
2,0.3500,0.5000,0.5000,0.3500
3,0.3500,0.5000,0.5000,0.2450
4,0.3500,357.9500,0.5000,0.2450
5,0.3500,250.5650,0.5000,0.2450
6,0.3500,250.5650,0.5000,0.1715
7,0.3500,250.5650,0.5000,0.1200
8,247.4450,250.5650,0.5000,0.1200
9,247.4450,193.6955,0.5000,0.1200
10,179.5115,193.6955,0.5000,0.1200
0,179.5115,193.6955,0.5000,0.1200
1,257.6581,193.6955,0.5000,0.1200
2,180.3606,193.6955,0.5000,0.1200
3,180.3606,135.5869,0.5000,0.1200
4,126.2524,135.5869,0.5000,0.1200
5,126.2524,94.9108,0.5000,0.1200
6,88.3767,94.9108,0.5000,0.1200
0,88.3767,94.9108,0.5000,0.1200
1,386.7637,94.9108,0.5000,0.1200
2,270.7346,94.9108,0.5000,0.1200
3,189.5142,94.9108,0.5000,0.1200
4,132.6599,94.9108,0.5000,0.1200
5,132.6599,94.9108,717.3500,0.1200
6,132.6599,94.9108,502.1450,0.1200
7,132.6599,94.9108,351.5015,0.1200
8,132.6599,94.9108,351.5015,0.0840
9,132.6599,94.9108,246.0510,0.0840
10,132.6599,94.9108,172.2357,0.0840
0,132.6599,94.9108,172.2357,0.0840
1,132.6599,94.9108,324.2650,0.0840
2,132.6599,94.9108,226.9855,0.0840
3,132.6599,94.9108,158.8899,0.0840
4,132.6599,94.9108,111.2229,0.0840
5,319.6620,94.9108,111.2229,0.0840
6,223.7634,94.9108,111.2229,0.0840
7,156.6344,94.9108,111.2229,0.0840
8,109.6441,94.9108,111.2229,0.0840
9,109.6441,94.9108,145.6560,0.0840
10,109.6441,94.9108,101.9592,0.0840
0,109.6441,94.9108,101.9592,0.0840
1,152.9508,94.9108,101.9592,0.0840
2,107.0656,94.9108,101.9592,0.0840
3,74.9459,94.9108,101.9592,0.0840
4,74.9459,94.9108,71.3715,0.0840
5,74.9459,120.1376,71.3715,0.0840
6,74.9459,84.0963,71.3715,0.0840
7,74.9459,58.8674,71.3715,0.0840
8,66.8621,58.8674,71.3715,0.0840
9,66.8621,58.8674,49.9600,0.0840
10,46.8035,58.8674,49.9600,0.0840
0,46.8035,58.8674,49.9600,0.0840
1,46.8035,269.5072,49.9600,0.0840
2,46.8035,188.6550,49.9600,0.0840
3,102.0624,188.6550,49.9600,0.0840
4,102.0624,154.5585,49.9600,0.0840
5,102.0624,108.1910,49.9600,0.0840
6,102.0624,75.7337,49.9600,0.0840
7,102.0624,53.0136,49.9600,0.0840
8,71.4437,53.0136,49.9600,0.0840
9,50.0106,53.0136,49.9600,0.0840
0,50.0106,53.0136,49.9600,0.0840
1,50.0106,63.8095,49.9600,0.0840
2,50.0106,44.6667,49.9600,0.0840
3,64.4074,44.6667,49.9600,0.0840
4,64.4074,44.6667,49.9600,0.0588
5,45.0852,44.6667,49.9600,0.0588
6,45.0852,44.6667,36.4720,0.0588
7,41.1596,44.6667,36.4720,0.0588
8,41.1596,31.2667,36.4720,0.0588
9,28.8117,31.2667,36.4720,0.0588
10,28.8117,31.2667,25.5304,0.0588
0,28.8117,31.2667,25.5304,0.0588
1,28.8117,141.8867,25.5304,0.0588
2,28.8117,99.3207,25.5304,0.0588
3,28.8117,69.5245,25.5304,0.0588
4,28.8117,48.6671,25.5304,0.0588
5,28.8117,34.0670,25.5304,0.0588
6,28.8117,23.8469,25.5304,0.0588
0,28.8117,23.8469,25.5304,0.0588
1,302.7682,23.8469,25.5304,0.0588
2,302.7682,16.6928,25.5304,0.0588
3,211.9378,16.6928,25.5304,0.0588
4,148.3564,16.6928,25.5304,0.0588
5,103.8495,16.6928,25.5304,0.0588
6,72.6946,16.6928,25.5304,0.0588
0,72.6946,16.6928,25.5304,0.0588
1,88.6863,16.6928,25.5304,0.0588
2,62.0804,16.6928,25.5304,0.0588
3,43.4563,16.6928,25.5304,0.0588
4,30.4194,16.6928,25.5304,0.0588
5,30.4194,11.6850,25.5304,0.0588
6,21.2936,11.6850,25.5304,0.0588
0,21.2936,11.6850,25.5304,0.0588
1,21.2936,11.6850,25.5304,0.0412
2,21.2936,11.6850,90.4713,0.0412
3,21.2936,11.6850,63.3299,0.0412
4,21.2936,11.6850,44.3309,0.0412
5,21.2936,11.6850,31.0317,0.0412
6,21.2936,11.6850,21.7222,0.0412
7,21.2936,11.6850,15.2055,0.0412
0,21.2936,11.6850,15.2055,0.0412
1,21.2936,224.4795,15.2055,0.0412
2,21.2936,157.1356,15.2055,0.0412
3,21.2936,109.9949,15.2055,0.0412
4,21.2936,76.9965,15.2055,0.0412
5,21.2936,53.8975,15.2055,0.0412
6,21.2936,37.7283,15.2055,0.0412
0,21.2936,37.7283,15.2055,0.0412
1,21.2936,37.7283,15.2055,0.0288
2,21.2936,473.1098,15.2055,0.0288
3,191.9055,473.1098,15.2055,0.0288
4,191.9055,331.1769,15.2055,0.0288
5,134.3338,331.1769,15.2055,0.0288
6,134.3338,231.8238,15.2055,0.0288
7,134.3338,162.2767,15.2055,0.0288
8,134.3338,113.5937,15.2055,0.0288
0,134.3338,113.5937,15.2055,0.0288
1,152.5337,113.5937,15.2055,0.0288
2,106.7736,113.5937,15.2055,0.0288
3,106.7736,113.5937,32.8439,0.0288
4,106.7736,106.5156,32.8439,0.0288
5,74.7415,106.5156,32.8439,0.0288
6,74.7415,74.5609,32.8439,0.0288
7,52.3191,74.5609,32.8439,0.0288
8,52.3191,52.1926,32.8439,0.0288
9,36.6233,52.1926,32.8439,0.0288
0,36.6233,52.1926,32.8439,0.0288
1,36.6233,117.8348,32.8439,0.0288
2,36.6233,82.4844,32.8439,0.0288
3,36.6233,57.7391,32.8439,0.0288
4,36.6233,40.4173,32.8439,0.0288
5,36.6233,28.2921,32.8439,0.0288
6,36.6233,28.2921,22.9907,0.0288
0,36.6233,28.2921,22.9907,0.0288
1,36.6233,28.2921,523.3935,0.0288
2,36.6233,28.2921,366.3754,0.0288
3,36.6233,28.2921,256.4628,0.0288
4,36.6233,28.2921,179.5240,0.0288
5,36.6233,28.2921,125.6668,0.0288
6,36.6233,119.7045,125.6668,0.0288
7,36.6233,119.7045,91.8667,0.0288
8,36.6233,119.7045,91.8667,0.0202
9,36.6233,83.7932,91.8667,0.0202
10,36.6233,83.7932,64.3067,0.0202
0,36.6233,83.7932,64.3067,0.0202
1,36.6233,270.4552,64.3067,0.0202
2,36.6233,189.3186,64.3067,0.0202
3,36.6233,132.5231,64.3067,0.0202
4,36.6233,92.7661,64.3067,0.0202
5,36.6233,64.9363,64.3067,0.0202
6,36.6233,45.4554,64.3067,0.0202
0,36.6233,45.4554,64.3067,0.0202
1,36.6233,45.4554,45.0147,0.0202
2,36.6233,83.1188,45.0147,0.0202
3,223.3363,83.1188,45.0147,0.0202
4,156.3354,83.1188,45.0147,0.0202
5,109.4348,83.1188,45.0147,0.0202
6,109.4348,83.1188,45.0147,0.0141
7,76.6044,83.1188,45.0147,0.0141
8,76.6044,58.1831,45.0147,0.0141
0,76.6044,58.1831,45.0147,0.0141
1,152.3231,58.1831,45.0147,0.0141
2,152.3231,58.1831,45.0147,0.0099
3,106.6261,58.1831,45.0147,0.0099
4,74.6383,58.1831,45.0147,0.0099
5,52.2468,58.1831,45.0147,0.0099
6,52.2468,40.7282,45.0147,0.0099
0,52.2468,40.7282,45.0147,0.0099
1,105.8728,40.7282,45.0147,0.0099
2,74.1109,40.7282,45.0147,0.0099
3,51.8777,40.7282,45.0147,0.0099
4,36.3144,40.7282,45.0147,0.0099
5,36.3144,40.7282,31.5103,0.0099
6,36.3144,28.5097,31.5103,0.0099
0,36.3144,28.5097,31.5103,0.0099
1,298.4201,28.5097,31.5103,0.0099
2,208.8940,28.5097,31.5103,0.0099
3,208.8940,28.5097,22.0572,0.0099
4,146.2258,28.5097,22.0572,0.0099
5,102.3581,28.5097,22.0572,0.0099
6,102.3581,19.9568,22.0572,0.0099
0,102.3581,19.9568,22.0572,0.0099
1,869.0507,19.9568,22.0572,0.0099
2,608.3355,19.9568,22.0572,0.0099
3,425.8348,19.9568,22.0572,0.0099
4,298.0844,19.9568,22.0572,0.0099
5,208.6591,19.9568,22.0572,0.0099
6,146.0613,19.9568,22.0572,0.0099
0,146.0613,19.9568,22.0572,0.0099
1,218.3429,19.9568,22.0572,0.0099
2,152.8401,19.9568,22.0572,0.0099
3,106.9880,19.9568,22.0572,0.0099
4,74.8916,19.9568,22.0572,0.0099
5,52.4241,19.9568,22.0572,0.0099
6,36.6969,19.9568,22.0572,0.0099
0,36.6969,19.9568,22.0572,0.0099
1,574.9878,19.9568,22.0572,0.0099
2,402.4915,19.9568,22.0572,0.0099
3,402.4915,13.9698,22.0572,0.0099
4,281.7440,13.9698,22.0572,0.0099
5,197.2208,13.9698,22.0572,0.0099
6,138.0546,13.9698,22.0572,0.0099
0,138.0546,13.9698,22.0572,0.0099
1,138.0546,13.9698,433.6400,0.0099
2,138.0546,13.9698,303.5480,0.0099
3,138.0546,13.9698,212.4836,0.0099
4,138.0546,13.9698,148.7385,0.0099
5,138.0546,13.9698,104.1170,0.0099
6,342.3382,13.9698,104.1170,0.0099
7,342.3382,13.9698,104.1170,0.0069
8,239.6367,13.9698,104.1170,0.0069
9,239.6367,13.9698,72.8819,0.0069
10,167.7457,13.9698,72.8819,0.0069
0,167.7457,13.9698,72.8819,0.0069
1,236.2220,13.9698,72.8819,0.0069
2,165.3554,13.9698,72.8819,0.0069
3,115.7488,13.9698,72.8819,0.0069
4,81.0241,13.9698,72.8819,0.0069
5,56.7169,13.9698,72.8819,0.0069
6,56.7169,13.9698,51.0173,0.0069
0,56.7169,13.9698,51.0173,0.0069
1,286.9018,13.9698,51.0173,0.0069
2,200.8313,13.9698,51.0173,0.0069
3,140.5819,13.9698,51.0173,0.0069
4,98.4073,13.9698,51.0173,0.0069
5,68.8851,13.9698,51.0173,0.0069
6,48.2196,13.9698,51.0173,0.0069
0,48.2196,13.9698,51.0173,0.0069
1,48.2196,13.9698,35.7121,0.0069
2,129.7537,13.9698,35.7121,0.0069
3,90.8276,13.9698,35.7121,0.0069
4,63.5793,13.9698,35.7121,0.0069
5,63.5793,13.9698,24.9985,0.0069
6,44.5055,13.9698,24.9985,0.0069
7,31.1539,13.9698,24.9985,0.0069
0,31.1539,13.9698,24.9985,0.0069
1,31.1539,13.9698,24.9985,0.0048
2,31.1539,108.1788,24.9985,0.0048
3,31.1539,75.7252,24.9985,0.0048
4,31.1539,53.0076,24.9985,0.0048
5,31.1539,37.1053,24.9985,0.0048
6,31.1539,25.9737,24.9985,0.0048
7,200.0077,25.9737,24.9985,0.0048
8,140.0054,25.9737,24.9985,0.0048
9,98.0038,25.9737,24.9985,0.0048
10,68.6026,25.9737,24.9985,0.0048
0,68.6026,25.9737,24.9985,0.0048
1,123.0219,25.9737,24.9985,0.0048
2,86.1153,25.9737,24.9985,0.0048
3,60.2807,25.9737,24.9985,0.0048
4,42.1965,25.9737,24.9985,0.0048
5,29.5375,25.9737,24.9985,0.0048
6,20.6763,25.9737,24.9985,0.0048
0,20.6763,25.9737,24.9985,0.0048
1,20.6763,18.1816,24.9985,0.0048
2,20.6763,12.7271,24.9985,0.0048
3,20.6763,12.7271,17.4989,0.0048
4,86.1734,12.7271,17.4989,0.0048
5,60.3214,12.7271,17.4989,0.0048
6,42.2250,12.7271,17.4989,0.0048
7,42.2250,12.7271,17.4989,0.0034
8,29.5575,12.7271,17.4989,0.0034
9,20.6902,12.7271,17.4989,0.0034
0,20.6902,12.7271,17.4989,0.0034
1,175.5832,12.7271,17.4989,0.0034
2,122.9082,12.7271,17.4989,0.0034
3,86.0357,12.7271,17.4989,0.0034
4,60.2250,12.7271,17.4989,0.0034
5,42.1575,12.7271,17.4989,0.0034
6,29.5103,12.7271,17.4989,0.0034
0,29.5103,12.7271,17.4989,0.0034
1,444.8572,12.7271,17.4989,0.0034
2,311.4000,12.7271,17.4989,0.0034
3,217.9800,12.7271,17.4989,0.0034
4,217.9800,12.7271,17.4989,0.0024
5,152.5860,12.7271,17.4989,0.0024
6,106.8102,12.7271,17.4989,0.0024
0,106.8102,12.7271,17.4989,0.0024
1,272.7671,12.7271,17.4989,0.0024
2,272.7671,8.9090,17.4989,0.0024
3,190.9370,8.9090,17.4989,0.0024
4,133.6559,8.9090,17.4989,0.0024
5,93.5591,8.9090,17.4989,0.0024
6,93.5591,6.2363,17.4989,0.0024
0,93.5591,6.2363,17.4989,0.0024
1,93.5591,7.3654,17.4989,0.0024
2,81.9914,7.3654,17.4989,0.0024
3,57.3940,7.3654,17.4989,0.0024
4,40.1758,7.3654,17.4989,0.0024
5,28.1230,7.3654,17.4989,0.0024
6,19.6861,7.3654,17.4989,0.0024
7,13.7803,7.3654,17.4989,0.0024
0,13.7803,7.3654,17.4989,0.0024
1,13.7803,7.3654,300.2493,0.0024
2,9.6462,7.3654,300.2493,0.0024
3,9.6462,7.3654,210.1745,0.0024
4,9.6462,7.3654,147.1221,0.0024
5,9.6462,7.3654,102.9855,0.0024
6,9.6462,7.3654,72.0898,0.0024
0,9.6462,7.3654,72.0898,0.0024
1,9.6462,7.3654,61.8629,0.0024
2,9.6462,7.3654,43.3040,0.0024
3,9.6462,7.3654,30.3128,0.0024
4,9.6462,19.5558,30.3128,0.0024
5,181.6523,19.5558,30.3128,0.0024
6,127.1566,19.5558,30.3128,0.0024
7,89.0096,19.5558,30.3128,0.0024
8,62.3068,19.5558,30.3128,0.0024
9,43.6147,19.5558,30.3128,0.0024
10,30.5303,19.5558,30.3128,0.0024
0,30.5303,19.5558,30.3128,0.0024
1,152.7712,19.5558,30.3128,0.0024
2,106.9399,19.5558,30.3128,0.0024
3,74.8579,19.5558,30.3128,0.0024
4,52.4005,19.5558,30.3128,0.0024
5,36.6804,19.5558,30.3128,0.0024
6,25.6763,19.5558,30.3128,0.0024
0,25.6763,19.5558,30.3128,0.0024
1,25.6763,19.5558,127.4190,0.0024
2,25.6763,19.5558,89.1933,0.0024
3,25.6763,19.5558,62.4353,0.0024
4,25.6763,19.5558,43.7047,0.0024
5,25.6763,19.5558,30.5933,0.0024
6,25.6763,19.5558,21.4153,0.0024
0,25.6763,19.5558,21.4153,0.0024
1,128.0734,19.5558,21.4153,0.0024
2,89.6514,19.5558,21.4153,0.0024
3,62.7560,19.5558,21.4153,0.0024
4,43.9292,19.5558,21.4153,0.0024
5,30.7504,19.5558,21.4153,0.0024
6,21.5253,19.5558,21.4153,0.0024
0,21.5253,19.5558,21.4153,0.0024
1,21.5253,19.5558,21.4153,0.0017
2,21.5253,88.3890,21.4153,0.0017
3,21.5253,61.8723,21.4153,0.0017
4,21.5253,43.3106,21.4153,0.0017
5,21.5253,30.3174,21.4153,0.0017
6,21.5253,21.2222,21.4153,0.0017
7,21.5253,21.2222,21.4153,0.0012
0,21.5253,21.2222,21.4153,0.0012
1,462.9677,21.2222,21.4153,0.0012
2,324.0774,21.2222,21.4153,0.0012
3,226.8542,21.2222,21.4153,0.0012
4,158.7979,21.2222,21.4153,0.0012
5,111.1585,21.2222,21.4153,0.0012
6,77.8110,21.2222,21.4153,0.0012
0,77.8110,21.2222,21.4153,0.0012
1,77.8110,21.2222,21.4153,0.0008
2,77.8110,21.2222,21.4153,0.0006
