iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.5000,0.6000,0.5000,0.5000
2,0.5000,0.4800,0.5000,0.5000
3,0.5000,0.4800,0.6000,0.5000
4,0.5000,0.4800,0.4800,0.5000
5,0.5000,0.4800,0.4800,0.4000
6,0.6000,0.4800,0.4800,0.4000
7,0.4800,0.4800,0.4800,0.4000
8,0.4800,0.4800,0.5840,0.4000
9,0.4800,0.4800,0.4672,0.4000
10,0.5840,0.4800,0.4672,0.4000
0,0.5840,0.4800,0.4672,0.4000
1,0.4672,0.4800,0.4672,0.4000
2,0.4672,0.5840,0.4672,0.4000
3,0.4672,0.4672,0.4672,0.4000
4,0.4672,0.4672,0.5738,0.4000
5,0.4672,0.4672,0.4590,0.4000
6,0.4672,0.5738,0.4590,0.4000
7,0.4672,0.4590,0.4590,0.4000
8,0.5738,0.4590,0.4590,0.4000
9,0.4590,0.4590,0.4590,0.4000
10,0.4590,0.3672,0.4590,0.4000
0,0.4590,0.3672,0.4590,0.4000
1,0.3672,0.3672,0.4590,0.4000
2,0.3672,0.3672,0.5672,0.4000
3,0.3672,0.3672,0.4538,0.4000
4,0.3672,0.3672,0.3630,0.4000
5,0.3672,0.3672,0.3630,0.3200
6,0.3672,0.4938,0.3630,0.3200
7,0.3672,0.3950,0.3630,0.3200
8,0.3672,0.3160,0.3630,0.3200
9,0.4938,0.3160,0.3630,0.3200
10,0.3950,0.3160,0.3630,0.3200
0,0.3950,0.3160,0.3630,0.3200
1,0.3160,0.3160,0.3630,0.3200
2,0.3160,0.3160,0.4904,0.3200
3,0.3160,0.3160,0.3923,0.3200
4,0.3160,0.3160,0.3139,0.3200
5,0.3160,0.3160,0.3139,0.2560
6,0.3160,0.4528,0.3139,0.2560
7,0.3160,0.3622,0.3139,0.2560
8,0.3160,0.2898,0.3139,0.2560
9,0.4528,0.2898,0.3139,0.2560
10,0.3622,0.2898,0.3139,0.2560
0,0.3622,0.2898,0.3139,0.2560
1,0.2898,0.2898,0.3139,0.2560
2,0.2898,0.2898,0.4511,0.2560
3,0.2898,0.2898,0.3609,0.2560
4,0.2898,0.2898,0.2887,0.2560
5,0.4318,0.2898,0.2887,0.2560
6,0.3455,0.2898,0.2887,0.2560
7,0.2764,0.2898,0.2887,0.2560
8,0.2764,0.4318,0.2887,0.2560
9,0.2764,0.3455,0.2887,0.2560
10,0.2764,0.2764,0.2887,0.2560
0,0.2764,0.2764,0.2887,0.2560
1,0.2764,0.2764,0.4310,0.2560
2,0.2764,0.2764,0.3448,0.2560
3,0.2764,0.2764,0.2758,0.2560
4,0.4211,0.2764,0.2758,0.2560
5,0.3369,0.2764,0.2758,0.2560
6,0.2695,0.2764,0.2758,0.2560
