iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.5000,0.5000,0.5000,0.4000
2,0.4000,0.5000,0.5000,0.4000
3,0.4000,0.6000,0.5000,0.4000
4,0.4000,0.4800,0.5000,0.4000
5,0.4000,0.4800,0.6000,0.4000
6,0.4000,0.4800,0.4800,0.4000
7,0.4000,0.5840,0.4800,0.4000
8,0.4000,0.4672,0.4800,0.4000
9,0.4000,0.4672,0.5840,0.4000
10,0.4000,0.4672,0.4672,0.4000
0,0.4000,0.4672,0.4672,0.4000
1,0.4000,0.4672,0.5738,0.4000
2,0.4000,0.4672,0.4590,0.4000
3,0.4000,0.5738,0.4590,0.4000
4,0.4000,0.4590,0.4590,0.4000
5,0.4000,0.4590,0.5672,0.4000
6,0.4000,0.4590,0.4538,0.4000
7,0.4000,0.5672,0.4538,0.4000
8,0.4000,0.4538,0.4538,0.4000
9,0.4000,0.4538,0.3630,0.4000
10,0.4000,0.3630,0.3630,0.4000
0,0.4000,0.3630,0.3630,0.4000
1,0.4000,0.3630,0.3630,0.3200
2,0.3200,0.3630,0.3630,0.3200
3,0.3200,0.3630,0.4904,0.3200
4,0.3200,0.3630,0.3923,0.3200
5,0.3200,0.3630,0.3139,0.3200
6,0.3200,0.4904,0.3139,0.3200
7,0.3200,0.3923,0.3139,0.3200
8,0.3200,0.3139,0.3139,0.3200
9,0.3200,0.3139,0.3139,0.2560
10,0.4560,0.3139,0.3139,0.2560
0,0.4560,0.3139,0.3139,0.2560
1,0.3648,0.3139,0.3139,0.2560
2,0.2918,0.3139,0.3139,0.2560
3,0.2918,0.3139,0.4511,0.2560
4,0.2918,0.3139,0.3609,0.2560
5,0.2918,0.3139,0.2887,0.2560
6,0.2918,0.4511,0.2887,0.2560
7,0.2918,0.3609,0.2887,0.2560
8,0.2918,0.2887,0.2887,0.2560
9,0.4335,0.2887,0.2887,0.2560
10,0.3468,0.2887,0.2887,0.2560
0,0.3468,0.2887,0.2887,0.2560
1,0.2774,0.2887,0.2887,0.2560
2,0.2774,0.4310,0.2887,0.2560
3,0.2774,0.3448,0.2887,0.2560
4,0.2774,0.2758,0.2887,0.2560
5,0.2774,0.2758,0.4310,0.2560
6,0.2774,0.2758,0.3448,0.2560
7,0.2774,0.2758,0.2758,0.2560
8,0.4219,0.2758,0.2758,0.2560
9,0.3376,0.2758,0.2758,0.2560
10,0.2700,0.2758,0.2758,0.2560
0,0.2700,0.2758,0.2758,0.2560
1,0.2700,0.2758,0.4207,0.2560
2,0.2700,0.2758,0.3365,0.2560
3,0.2700,0.2758,0.2692,0.2560
4,0.2700,0.4207,0.2692,0.2560
5,0.2700,0.3365,0.2692,0.2560
6,0.2700,0.2692,0.2692,0.2560
7,0.4160,0.2692,0.2692,0.2560
8,0.3328,0.2692,0.2692,0.2560
9,0.2663,0.2692,0.2692,0.2560
10,0.2663,0.2692,0.4154,0.2560
0,0.2663,0.2692,0.4154,0.2560
1,0.2663,0.2692,0.5323,0.2560
2,0.2663,0.2692,0.4258,0.2560
3,0.2663,0.2692,0.3407,0.2560
4,0.2663,0.2692,0.2725,0.2560
5,0.2663,0.2692,0.2180,0.2560
6,0.2663,0.4154,0.2180,0.2560
7,0.2663,0.3323,0.2180,0.2560
8,0.2663,0.2658,0.2180,0.2560
9,0.4130,0.2658,0.2180,0.2560
10,0.3304,0.2658,0.2180,0.2560
0,0.3304,0.2658,0.2180,0.2560
1,0.2643,0.2658,0.2180,0.2560
2,0.2643,0.4127,0.2180,0.2560
3,0.2643,0.3301,0.2180,0.2560
4,0.2643,0.2641,0.2180,0.2560
5,0.4115,0.2641,0.2180,0.2560
6,0.3292,0.2641,0.2180,0.2560
7,0.2633,0.2641,0.2180,0.2560
8,0.2633,0.4113,0.2180,0.2560
9,0.2633,0.3290,0.2180,0.2560
10,0.2633,0.2632,0.2180,0.2560
0,0.2633,0.2632,0.2180,0.2560
1,0.2107,0.2632,0.2180,0.2560
2,0.2107,0.4106,0.2180,0.2560
3,0.2107,0.3285,0.2180,0.2560
4,0.2107,0.2628,0.2180,0.2560
5,0.2107,0.2102,0.2180,0.2560
6,0.2107,0.2102,0.2180,0.2048
7,0.2107,0.2102,0.3744,0.2048
8,0.2107,0.2102,0.2995,0.2048
9,0.2107,0.2102,0.2396,0.2048
10,0.2107,0.2102,0.1917,0.2048
0,0.2107,0.2102,0.1917,0.2048
1,0.1685,0.2102,0.1917,0.2048
2,0.1685,0.3682,0.1917,0.2048
3,0.1685,0.2945,0.1917,0.2048
4,0.1685,0.2356,0.1917,0.2048
5,0.1685,0.1885,0.1917,0.2048
6,0.1685,0.1885,0.1917,0.1638
7,0.1685,0.1885,0.3534,0.1638
8,0.1685,0.1885,0.2827,0.1638
9,0.1685,0.1885,0.2262,0.1638
10,0.1685,0.1885,0.1809,0.1638
0,0.1685,0.1885,0.1809,0.1638
1,0.1685,0.3508,0.1809,0.1638
2,0.1685,0.2806,0.1809,0.1638
3,0.1685,0.2245,0.1809,0.1638
4,0.1685,0.1796,0.1809,0.1638
5,0.1685,0.1796,0.3447,0.1638
6,0.1685,0.1796,0.2758,0.1638
7,0.1685,0.1796,0.2206,0.1638
8,0.1685,0.1796,0.1765,0.1638
9,0.1685,0.3437,0.1765,0.1638
10,0.1685,0.2750,0.1765,0.1638
0,0.1685,0.2750,0.1765,0.1638
1,0.1685,0.4200,0.1765,0.1638
2,0.1685,0.3360,0.1765,0.1638
3,0.1685,0.2688,0.1765,0.1638
4,0.1685,0.2150,0.1765,0.1638
5,0.1685,0.1720,0.1765,0.1638
6,0.1685,0.1720,0.3412,0.1638
7,0.1685,0.1720,0.2730,0.1638
8,0.1685,0.1720,0.2184,0.1638
9,0.1685,0.1720,0.1747,0.1638
10,0.1685,0.1720,0.1398,0.1638
0,0.1685,0.1720,0.1398,0.1638
1,0.1685,0.3376,0.1398,0.1638
2,0.1685,0.2701,0.1398,0.1638
3,0.1685,0.2161,0.1398,0.1638
4,0.1685,0.1729,0.1398,0.1638
5,0.1685,0.1383,0.1398,0.1638
6,0.3348,0.1383,0.1398,0.1638
7,0.2679,0.1383,0.1398,0.1638
8,0.2143,0.1383,0.1398,0.1638
9,0.1714,0.1383,0.1398,0.1638
10,0.1371,0.1383,0.1398,0.1638
0,0.1371,0.1383,0.1398,0.1638
1,0.1371,0.1383,0.1398,0.1311
2,0.1371,0.1383,0.3118,0.1311
3,0.1371,0.1383,0.2494,0.1311
4,0.1371,0.1383,0.1996,0.1311
5,0.1371,0.1383,0.1596,0.1311
6,0.1371,0.1383,0.1277,0.1311
7,0.1371,0.3106,0.1277,0.1311
8,0.1371,0.2485,0.1277,0.1311
9,0.1371,0.1988,0.1277,0.1311
