iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.5000,0.5000,0.5000,0.4000
2,0.5000,0.6000,0.5000,0.4000
3,0.5000,0.4800,0.5000,0.4000
4,0.6000,0.4800,0.5000,0.4000
5,0.4800,0.4800,0.5000,0.4000
6,0.4800,0.4800,0.6000,0.4000
7,0.4800,0.4800,0.4800,0.4000
8,0.4800,0.4800,0.3840,0.4000
9,0.5840,0.4800,0.3840,0.4000
10,0.4672,0.4800,0.3840,0.4000
0,0.4672,0.4800,0.3840,0.4000
1,0.4672,0.5840,0.3840,0.4000
2,0.4672,0.4672,0.3840,0.4000
3,0.5738,0.4672,0.3840,0.4000
4,0.4590,0.4672,0.3840,0.4000
5,0.4590,0.3738,0.3840,0.4000
6,0.3672,0.3738,0.3840,0.4000
7,0.3672,0.3738,0.3840,0.3200
8,0.3672,0.3738,0.5072,0.3200
9,0.3672,0.3738,0.4058,0.3200
10,0.3672,0.3738,0.3246,0.3200
0,0.3672,0.3738,0.3246,0.3200
1,0.3672,0.4990,0.3246,0.3200
2,0.3672,0.3992,0.3246,0.3200
3,0.3672,0.3194,0.3246,0.3200
4,0.4938,0.3194,0.3246,0.3200
5,0.3950,0.3194,0.3246,0.3200
6,0.3160,0.3194,0.3246,0.3200
7,0.3160,0.3194,0.4597,0.3200
8,0.3160,0.3194,0.3677,0.3200
9,0.3160,0.3194,0.2942,0.3200
10,0.3160,0.3194,0.2942,0.2560
0,0.3160,0.3194,0.2942,0.2560
1,0.3160,0.4555,0.2942,0.2560
2,0.3160,0.3644,0.2942,0.2560
3,0.3160,0.2915,0.2942,0.2560
4,0.4528,0.2915,0.2942,0.2560
5,0.3622,0.2915,0.2942,0.2560
6,0.2898,0.2915,0.2942,0.2560
7,0.2898,0.2915,0.4354,0.2560
8,0.2898,0.2915,0.3483,0.2560
9,0.2898,0.2915,0.2786,0.2560
10,0.2898,0.4332,0.2786,0.2560
0,0.2898,0.4332,0.2786,0.2560
1,0.2898,0.5466,0.2786,0.2560
2,0.2898,0.4373,0.2786,0.2560
3,0.2898,0.3498,0.2786,0.2560
4,0.2898,0.2798,0.2786,0.2560
5,0.4318,0.2798,0.2786,0.2560
6,0.3455,0.2798,0.2786,0.2560
7,0.2764,0.2798,0.2786,0.2560
8,0.2764,0.2239,0.2786,0.2560
9,0.2764,0.2239,0.4229,0.2560
10,0.2764,0.2239,0.3383,0.2560
0,0.2764,0.2239,0.3383,0.2560
1,0.2764,0.2239,0.4707,0.2560
2,0.2764,0.2239,0.3765,0.2560
3,0.2764,0.2239,0.3012,0.2560
4,0.2764,0.2239,0.2410,0.2560
5,0.4211,0.2239,0.2410,0.2560
6,0.3369,0.2239,0.2410,0.2560
7,0.2695,0.2239,0.2410,0.2560
8,0.2156,0.2239,0.2410,0.2560
9,0.2156,0.2239,0.2410,0.2048
10,0.2156,0.2239,0.1928,0.2048
0,0.2156,0.2239,0.1928,0.2048
1,0.2156,0.3791,0.1928,0.2048
2,0.2156,0.3033,0.1928,0.2048
3,0.2156,0.2426,0.1928,0.2048
4,0.2156,0.1941,0.1928,0.2048
5,0.3725,0.1941,0.1928,0.2048
6,0.2980,0.1941,0.1928,0.2048
7,0.2384,0.1941,0.1928,0.2048
8,0.1907,0.1941,0.1928,0.2048
9,0.1907,0.1941,0.1928,0.1638
10,0.1907,0.1553,0.1928,0.1638
0,0.1907,0.1553,0.1928,0.1638
1,0.1907,0.1553,0.3542,0.1638
2,0.1907,0.1553,0.2834,0.1638
3,0.1907,0.1553,0.2267,0.1638
4,0.1907,0.1553,0.1814,0.1638
5,0.3526,0.1553,0.1814,0.1638
6,0.2821,0.1553,0.1814,0.1638
7,0.2256,0.1553,0.1814,0.1638
8,0.1805,0.1553,0.1814,0.1638
9,0.1805,0.1553,0.1451,0.1638
10,0.1444,0.1553,0.1451,0.1638
0,0.1444,0.1553,0.1451,0.1638
1,0.1444,0.1553,0.1451,0.1311
2,0.1444,0.3242,0.1451,0.1311
3,0.1444,0.2594,0.1451,0.1311
4,0.1444,0.2075,0.1451,0.1311
5,0.1444,0.1660,0.1451,0.1311
6,0.1444,0.1328,0.1451,0.1311
7,0.1444,0.1328,0.3161,0.1311
8,0.1444,0.1328,0.2529,0.1311
9,0.1444,0.1328,0.2023,0.1311
10,0.1444,0.1328,0.1618,0.1311
0,0.1444,0.1328,0.1618,0.1311
1,0.1444,0.1328,0.3295,0.1311
2,0.1444,0.1328,0.2636,0.1311
3,0.1444,0.1328,0.2109,0.1311
4,0.1444,0.1328,0.1687,0.1311
5,0.1444,0.1328,0.1349,0.1311
6,0.3155,0.1328,0.1349,0.1311
7,0.2524,0.1328,0.1349,0.1311
8,0.2019,0.1328,0.1349,0.1311
9,0.1616,0.1328,0.1349,0.1311
10,0.1292,0.1328,0.1349,0.1311
0,0.1292,0.1328,0.1349,0.1311
1,0.1292,0.1328,0.3080,0.1311
2,0.1292,0.1328,0.2464,0.1311
3,0.1292,0.1328,0.1971,0.1311
4,0.1292,0.1328,0.1577,0.1311
5,0.1292,0.1328,0.1261,0.1311
6,0.1292,0.3062,0.1261,0.1311
7,0.1292,0.2450,0.1261,0.1311
8,0.1292,0.1960,0.1261,0.1311
9,0.1292,0.1568,0.1261,0.1311
10,0.1292,0.1254,0.1261,0.1311
0,0.1292,0.1254,0.1261,0.1311
1,0.1292,0.1254,0.1261,0.1049
2,0.1034,0.1254,0.1261,0.1049
3,0.1034,0.1254,0.3009,0.1049
4,0.1034,0.1254,0.2407,0.1049
5,0.1034,0.1254,0.1926,0.1049
6,0.1034,0.1254,0.1541,0.1049
7,0.1034,0.1254,0.1233,0.1049
8,0.1034,0.3003,0.1233,0.1049
9,0.1034,0.2403,0.1233,0.1049
10,0.1034,0.1922,0.1233,0.1049
0,0.1034,0.1922,0.1233,0.1049
1,0.1034,0.3538,0.1233,0.1049
2,0.1034,0.2830,0.1233,0.1049
3,0.1034,0.2264,0.1233,0.1049
4,0.1034,0.1811,0.1233,0.1049
5,0.1034,0.1449,0.1233,0.1049
6,0.1034,0.1159,0.1233,0.1049
0,0.1034,0.1159,0.1233,0.1049
1,0.1034,0.1159,0.2986,0.1049
2,0.1034,0.1159,0.2389,0.1049
3,0.1034,0.1159,0.1911,0.1049
4,0.1034,0.1159,0.1529,0.1049
5,0.1034,0.1159,0.1223,0.1049
6,0.1034,0.1159,0.0978,0.1049
0,0.1034,0.1159,0.0978,0.1049
1,0.1034,0.2927,0.0978,0.1049
2,0.1034,0.2342,0.0978,0.1049
3,0.1034,0.1874,0.0978,0.1049
4,0.1034,0.1499,0.0978,0.1049
5,0.1034,0.1199,0.0978,0.1049
6,0.1034,0.0959,0.0978,0.1049
