iter,LS1,LS2,LS3,LS4
0,0.5000,0.5000,0.5000,0.5000
1,0.5000,0.5000,414.6500,0.5000
2,0.5000,0.5000,290.2550,0.5000
3,0.5000,0.5000,203.1785,0.5000
4,0.5000,0.5000,142.2249,0.5000
5,0.5000,0.5000,142.2249,0.3500
6,0.5000,0.5000,99.5575,0.3500
0,0.5000,0.5000,99.5575,0.3500
1,0.5000,0.5000,196.8902,0.3500
2,0.5000,0.5000,137.8232,0.3500
3,0.5000,0.5000,96.4762,0.3500
4,0.5000,0.5000,67.5333,0.3500
5,0.5000,0.5000,47.2733,0.3500
6,0.5000,0.5000,33.0913,0.3500
0,0.5000,0.5000,33.0913,0.3500
1,0.5000,0.5000,80.4639,0.3500
2,0.5000,0.5000,56.3248,0.3500
3,0.5000,0.5000,39.4273,0.3500
4,0.5000,0.5000,27.5991,0.3500
5,0.5000,0.5000,19.3194,0.3500
6,0.5000,0.5000,13.5236,0.3500
0,0.5000,0.5000,13.5236,0.3500
1,0.5000,0.5000,130.3665,0.3500
2,0.5000,0.5000,91.2566,0.3500
3,0.5000,0.5000,63.8796,0.3500
4,0.5000,0.5000,44.7157,0.3500
5,0.5000,0.5000,31.3010,0.3500
6,0.5000,0.5000,21.9107,0.3500
0,0.5000,0.5000,21.9107,0.3500
1,0.5000,0.5000,121.5375,0.3500
2,0.5000,0.5000,85.0762,0.3500
3,0.5000,0.5000,59.5534,0.3500
4,0.5000,132.0500,59.5534,0.3500
5,0.5000,92.4350,59.5534,0.3500
6,0.5000,64.7045,59.5534,0.3500
7,0.5000,64.7045,110.6874,0.3500
8,0.5000,64.7045,77.4812,0.3500
9,0.5000,64.7045,54.2368,0.3500
10,0.5000,45.2931,54.2368,0.3500
0,0.5000,45.2931,54.2368,0.3500
1,0.5000,45.2931,145.9658,0.3500
2,0.5000,45.2931,102.1760,0.3500
3,0.5000,45.2931,71.5232,0.3500
4,0.5000,45.2931,50.0663,0.3500
5,0.5000,45.2931,35.0464,0.3500
6,0.5000,31.7052,35.0464,0.3500
0,0.5000,31.7052,35.0464,0.3500
1,0.5000,31.7052,213.5325,0.3500
2,0.5000,31.7052,149.4727,0.3500
3,0.5000,31.7052,104.6309,0.3500
4,0.5000,31.7052,73.2416,0.3500
5,0.5000,22.1936,73.2416,0.3500
6,0.5000,22.1936,51.2691,0.3500
0,0.5000,22.1936,51.2691,0.3500
1,0.5000,22.1936,35.8884,0.3500
2,0.5000,22.1936,25.1219,0.3500
3,0.5000,22.1936,25.1219,0.2450
4,0.5000,22.1936,17.5853,0.2450
5,0.5000,15.5356,17.5853,0.2450
0,0.5000,15.5356,17.5853,0.2450
1,0.5000,15.5356,12.3097,0.2450
2,0.5000,235.5749,12.3097,0.2450
3,0.5000,164.9024,12.3097,0.2450
4,0.5000,115.4317,12.3097,0.2450
5,0.5000,80.8022,12.3097,0.2450
6,0.5000,56.5615,12.3097,0.2450
7,0.5000,39.5931,12.3097,0.2450
0,0.5000,39.5931,12.3097,0.2450
1,0.5000,485.2151,12.3097,0.2450
2,0.5000,339.6506,12.3097,0.2450
3,0.5000,237.7554,12.3097,0.2450
4,0.5000,166.4288,12.3097,0.2450
5,0.5000,116.5002,12.3097,0.2450
6,0.5000,81.5501,12.3097,0.2450
0,0.5000,81.5501,12.3097,0.2450
1,0.5000,287.7851,12.3097,0.2450
2,0.5000,201.4496,12.3097,0.2450
3,0.5000,141.0147,12.3097,0.2450
4,0.5000,98.7103,12.3097,0.2450
5,0.5000,69.0972,12.3097,0.2450
6,0.5000,48.3680,12.3097,0.2450
0,0.5000,48.3680,12.3097,0.2450
1,0.5000,75.2576,12.3097,0.2450
2,0.5000,52.6803,12.3097,0.2450
3,0.5000,36.8762,12.3097,0.2450
4,0.5000,25.8134,12.3097,0.2450
5,0.5000,18.0694,12.3097,0.2450
6,0.5000,12.6485,12.3097,0.2450
0,0.5000,12.6485,12.3097,0.2450
1,0.5000,487.9540,12.3097,0.2450
2,0.5000,341.5678,12.3097,0.2450
3,0.5000,239.0975,12.3097,0.2450
4,0.5000,167.3682,12.3097,0.2450
5,0.5000,117.1578,12.3097,0.2450
6,0.5000,82.0104,12.3097,0.2450
0,0.5000,82.0104,12.3097,0.2450
1,0.5000,407.5073,12.3097,0.2450
2,0.5000,285.2551,12.3097,0.2450
3,0.5000,199.6786,12.3097,0.2450
4,0.5000,139.7750,12.3097,0.2450
5,0.5000,97.8425,12.3097,0.2450
6,0.5000,97.8425,38.6168,0.2450
7,447.0500,97.8425,38.6168,0.2450
8,312.9350,97.8425,38.6168,0.2450
9,219.0545,97.8425,38.6168,0.2450
10,153.3382,97.8425,38.6168,0.2450
0,153.3382,97.8425,38.6168,0.2450
1,119.9367,97.8425,38.6168,0.2450
2,83.9557,97.8425,38.6168,0.2450
3,83.9557,97.8425,27.0318,0.2450
4,83.9557,68.4898,27.0318,0.2450
5,58.7690,68.4898,27.0318,0.2450
6,58.7690,47.9428,27.0318,0.2450
0,58.7690,47.9428,27.0318,0.2450
1,117.0383,47.9428,27.0318,0.2450
2,81.9268,47.9428,27.0318,0.2450
3,57.3488,47.9428,27.0318,0.2450
4,40.1441,47.9428,27.0318,0.2450
5,40.1441,47.9428,27.0318,0.1715
6,40.1441,33.5600,27.0318,0.1715
0,40.1441,33.5600,27.0318,0.1715
1,123.2009,33.5600,27.0318,0.1715
2,86.2406,33.5600,27.0318,0.1715
3,60.3684,33.5600,27.0318,0.1715
4,60.3684,33.5600,27.0318,0.1200
5,42.2579,33.5600,27.0318,0.1200
6,29.5805,33.5600,27.0318,0.1200
0,29.5805,33.5600,27.0318,0.1200
1,29.5805,203.1920,27.0318,0.1200
2,29.5805,142.2344,27.0318,0.1200
3,29.5805,99.5641,27.0318,0.1200
4,29.5805,69.6949,27.0318,0.1200
5,29.5805,48.7864,27.0318,0.1200
6,29.5805,34.1505,27.0318,0.1200
0,29.5805,34.1505,27.0318,0.1200
1,29.5805,83.3053,27.0318,0.1200
2,29.5805,83.3053,114.3222,0.1200
3,29.5805,83.3053,80.0256,0.1200
4,29.5805,58.3137,80.0256,0.1200
5,29.5805,58.3137,56.0179,0.1200
6,29.5805,40.8196,56.0179,0.1200
7,29.5805,40.8196,39.2125,0.1200
0,29.5805,40.8196,39.2125,0.1200
1,29.5805,28.5737,39.2125,0.1200
2,29.5805,28.5737,147.4488,0.1200
3,29.5805,28.5737,103.2141,0.1200
4,29.5805,28.5737,72.2499,0.1200
5,29.5805,20.0016,72.2499,0.1200
6,29.5805,20.0016,50.5749,0.1200
7,29.5805,20.0016,35.4024,0.1200
0,29.5805,20.0016,35.4024,0.1200
1,29.5805,20.0016,318.7817,0.1200
2,29.5805,20.0016,223.1472,0.1200
3,73.5064,20.0016,223.1472,0.1200
4,73.5064,20.0016,156.2030,0.1200
5,73.5064,20.0016,109.3421,0.1200
6,73.5064,20.0016,76.5395,0.1200
7,73.5064,20.0016,53.5776,0.1200
8,51.4545,20.0016,53.5776,0.1200
0,51.4545,20.0016,53.5776,0.1200
1,51.4545,93.5011,53.5776,0.1200
2,405.9181,93.5011,53.5776,0.1200
3,284.1427,93.5011,53.5776,0.1200
4,198.8999,93.5011,53.5776,0.1200
5,139.2299,93.5011,53.5776,0.1200
6,97.4609,93.5011,53.5776,0.1200
7,68.2227,93.5011,53.5776,0.1200
0,68.2227,93.5011,53.5776,0.1200
1,551.7559,93.5011,53.5776,0.1200
2,386.2291,93.5011,53.5776,0.1200
3,386.2291,93.5011,53.5776,0.0840
4,270.3604,93.5011,53.5776,0.0840
5,189.2523,93.5011,53.5776,0.0840
